subject,task,session,file,condition,component,tmin,tmax,roi,mean_amp_uV
sub21,task2,4,clean_epochs_task2_ICA_sub21_zfy1_sess2-epo.fif,right,N1,0.13,0.2,"O1,Oz,O2",-3.7998763674182747
sub21,task2,4,clean_epochs_task2_ICA_sub21_zfy1_sess2-epo.fif,correct_left,N1,0.13,0.2,"O1,Oz,O2",-4.162501341757185
sub21,task2,4,clean_epochs_task2_ICA_sub21_zfy1_sess2-epo.fif,correct_right,N1,0.13,0.2,"O1,Oz,O2",-3.72139159707489
sub21,task2,4,clean_epochs_task2_ICA_sub21_zfy1_sess2-epo.fif,error_left,N1,0.13,0.2,"O1,Oz,O2",-3.653697126078609
sub21,task2,4,clean_epochs_task2_ICA_sub21_zfy1_sess2-epo.fif,error_right,N1,0.13,0.2,"O1,Oz,O2",-4.634668924706999
sub22,task2,1,clean_epochs_task2_ICA_sub22_zzy1_sess1-epo.fif,correct,N1,0.13,0.2,"O1,Oz,O2",-3.00817314350155
sub22,task2,1,clean_epochs_task2_ICA_sub22_zzy1_sess1-epo.fif,error,N1,0.13,0.2,"O1,Oz,O2",-2.5138790432455593
sub22,task2,1,clean_epochs_task2_ICA_sub22_zzy1_sess1-epo.fif,left,N1,0.13,0.2,"O1,Oz,O2",-3.4691641264539523
sub22,task2,1,clean_epochs_task2_ICA_sub22_zzy1_sess1-epo.fif,right,N1,0.13,0.2,"O1,Oz,O2",-2.211079567879764
sub22,task2,1,clean_epochs_task2_ICA_sub22_zzy1_sess1-epo.fif,correct_left,N1,0.13,0.2,"O1,Oz,O2",-3.520141029319478
sub22,task2,1,clean_epochs_task2_ICA_sub22_zzy1_sess1-epo.fif,correct_right,N1,0.13,0.2,"O1,Oz,O2",-2.4181084615419053
sub22,task2,1,clean_epochs_task2_ICA_sub22_zzy1_sess1-epo.fif,error_left,N1,0.13,0.2,"O1,Oz,O2",-3.276584715628632
sub22,task2,1,clean_epochs_task2_ICA_sub22_zzy1_sess1-epo.fif,error_right,N1,0.13,0.2,"O1,Oz,O2",0.23186137733350287
sub22,task2,2,clean_epochs_task2_ICA_sub22_zzy1_sess2-epo.fif,correct,N1,0.13,0.2,"O1,Oz,O2",-1.5015036379659588
sub22,task2,2,clean_epochs_task2_ICA_sub22_zzy1_sess2-epo.fif,error,N1,0.13,0.2,"O1,Oz,O2",-0.9573047294271216
sub22,task2,2,clean_epochs_task2_ICA_sub22_zzy1_sess2-epo.fif,left,N1,0.13,0.2,"O1,Oz,O2",-1.1730369416018835
sub22,task2,2,clean_epochs_task2_ICA_sub22_zzy1_sess2-epo.fif,right,N1,0.13,0.2,"O1,Oz,O2",-1.6566489513257512
sub22,task2,2,clean_epochs_task2_ICA_sub22_zzy1_sess2-epo.fif,correct_left,N1,0.13,0.2,"O1,Oz,O2",-1.3495002666865947
sub22,task2,2,clean_epochs_task2_ICA_sub22_zzy1_sess2-epo.fif,correct_right,N1,0.13,0.2,"O1,Oz,O2",-1.6195062551433597
sub22,task2,2,clean_epochs_task2_ICA_sub22_zzy1_sess2-epo.fif,error_left,N1,0.13,0.2,"O1,Oz,O2",0.5621857550644505
sub22,task2,2,clean_epochs_task2_ICA_sub22_zzy1_sess2-epo.fif,error_right,N1,0.13,0.2,"O1,Oz,O2",-1.9702983857548364
sub22,task2,3,clean_epochs_task2_ICA_sub22_zzy1_sess3-epo.fif,correct,N1,0.13,0.2,"O1,Oz,O2",-0.7591066352329112
sub22,task2,3,clean_epochs_task2_ICA_sub22_zzy1_sess3-epo.fif,error,N1,0.13,0.2,"O1,Oz,O2",-0.8881514443360742
sub22,task2,3,clean_epochs_task2_ICA_sub22_zzy1_sess3-epo.fif,left,N1,0.13,0.2,"O1,Oz,O2",-1.0586552758261503
sub22,task2,3,clean_epochs_task2_ICA_sub22_zzy1_sess3-epo.fif,right,N1,0.13,0.2,"O1,Oz,O2",-0.7677915127159716
sub22,task2,3,clean_epochs_task2_ICA_sub22_zzy1_sess3-epo.fif,correct_left,N1,0.13,0.2,"O1,Oz,O2",-0.34277945965181633
sub22,task2,3,clean_epochs_task2_ICA_sub22_zzy1_sess3-epo.fif,correct_right,N1,0.13,0.2,"O1,Oz,O2",-0.765988076151607
sub22,task2,3,clean_epochs_task2_ICA_sub22_zzy1_sess3-epo.fif,error_left,N1,0.13,0.2,"O1,Oz,O2",-1.3189737544349982
sub22,task2,3,clean_epochs_task2_ICA_sub22_zzy1_sess3-epo.fif,error_right,N1,0.13,0.2,"O1,Oz,O2",-0.777941085938675
sub22,task2,4,clean_epochs_task2_ICA_sub22_zzy1_sess4-epo.fif,correct,N1,0.13,0.2,"O1,Oz,O2",0.6970259869316751
sub22,task2,4,clean_epochs_task2_ICA_sub22_zzy1_sess4-epo.fif,error,N1,0.13,0.2,"O1,Oz,O2",0.44952902181870286
sub22,task2,4,clean_epochs_task2_ICA_sub22_zzy1_sess4-epo.fif,left,N1,0.13,0.2,"O1,Oz,O2",-0.1476709476657232
sub22,task2,4,clean_epochs_task2_ICA_sub22_zzy1_sess4-epo.fif,right,N1,0.13,0.2,"O1,Oz,O2",0.7006628503781561
sub22,task2,4,clean_epochs_task2_ICA_sub22_zzy1_sess4-epo.fif,correct_left,N1,0.13,0.2,"O1,Oz,O2",-0.45633450680171095
sub22,task2,4,clean_epochs_task2_ICA_sub22_zzy1_sess4-epo.fif,correct_right,N1,0.13,0.2,"O1,Oz,O2",0.7778690121933609
sub22,task2,4,clean_epochs_task2_ICA_sub22_zzy1_sess4-epo.fif,error_left,N1,0.13,0.2,"O1,Oz,O2",0.5137509647685365
sub22,task2,4,clean_epochs_task2_ICA_sub22_zzy1_sess4-epo.fif,error_right,N1,0.13,0.2,"O1,Oz,O2",0.44250474680856483
sub24,task2,2,clean_epochs_task2_ICA_sub24_czy1_sess1-epo.fif,correct,N1,0.13,0.2,"O1,Oz,O2",-0.8050633129709733
sub24,task2,2,clean_epochs_task2_ICA_sub24_czy1_sess1-epo.fif,error,N1,0.13,0.2,"O1,Oz,O2",-0.7420189094245614
sub24,task2,2,clean_epochs_task2_ICA_sub24_czy1_sess1-epo.fif,left,N1,0.13,0.2,"O1,Oz,O2",-0.6993313461691912
sub24,task2,2,clean_epochs_task2_ICA_sub24_czy1_sess1-epo.fif,right,N1,0.13,0.2,"O1,Oz,O2",-0.8566238123209362
sub24,task2,2,clean_epochs_task2_ICA_sub24_czy1_sess1-epo.fif,correct_left,N1,0.13,0.2,"O1,Oz,O2",-0.7163973696846835
sub24,task2,2,clean_epochs_task2_ICA_sub24_czy1_sess1-epo.fif,correct_right,N1,0.13,0.2,"O1,Oz,O2",-0.8779982018032441
sub24,task2,2,clean_epochs_task2_ICA_sub24_czy1_sess1-epo.fif,error_left,N1,0.13,0.2,"O1,Oz,O2",-0.6323800231468758
sub24,task2,2,clean_epochs_task2_ICA_sub24_czy1_sess1-epo.fif,error_right,N1,0.13,0.2,"O1,Oz,O2",-0.8014066394916413
sub24,task2,3,clean_epochs_task2_ICA_sub24_czy1_sess2-epo.fif,correct,N1,0.13,0.2,"O1,Oz,O2",-6.011506647570461
sub24,task2,3,clean_epochs_task2_ICA_sub24_czy1_sess2-epo.fif,error,N1,0.13,0.2,"O1,Oz,O2",-5.931950419476658
sub24,task2,3,clean_epochs_task2_ICA_sub24_czy1_sess2-epo.fif,left,N1,0.13,0.2,"O1,Oz,O2",-6.117461337418141
sub24,task2,3,clean_epochs_task2_ICA_sub24_czy1_sess2-epo.fif,right,N1,0.13,0.2,"O1,Oz,O2",-5.986151352898007
sub24,task2,3,clean_epochs_task2_ICA_sub24_czy1_sess2-epo.fif,correct_left,N1,0.13,0.2,"O1,Oz,O2",-5.64351928847423
sub24,task2,3,clean_epochs_task2_ICA_sub24_czy1_sess2-epo.fif,correct_right,N1,0.13,0.2,"O1,Oz,O2",-6.037330321893005
sub24,task2,3,clean_epochs_task2_ICA_sub24_czy1_sess2-epo.fif,error_left,N1,0.13,0.2,"O1,Oz,O2",-7.065345435305964
sub24,task2,3,clean_epochs_task2_ICA_sub24_czy1_sess2-epo.fif,error_right,N1,0.13,0.2,"O1,Oz,O2",-5.743051250171776
sub24,task2,4,clean_epochs_task2_ICA_sub24_czy1_sess3-epo.fif,correct,N1,0.13,0.2,"O1,Oz,O2",-1.4262062855974393
sub24,task2,4,clean_epochs_task2_ICA_sub24_czy1_sess3-epo.fif,error,N1,0.13,0.2,"O1,Oz,O2",-1.6979962539769915
sub24,task2,4,clean_epochs_task2_ICA_sub24_czy1_sess3-epo.fif,left,N1,0.13,0.2,"O1,Oz,O2",-1.5516321817942234
sub24,task2,4,clean_epochs_task2_ICA_sub24_czy1_sess3-epo.fif,right,N1,0.13,0.2,"O1,Oz,O2",-1.4714455247863782
sub24,task2,4,clean_epochs_task2_ICA_sub24_czy1_sess3-epo.fif,correct_left,N1,0.13,0.2,"O1,Oz,O2",-0.7342821809748539
sub24,task2,4,clean_epochs_task2_ICA_sub24_czy1_sess3-epo.fif,correct_right,N1,0.13,0.2,"O1,Oz,O2",-1.4375493037060059
sub24,task2,4,clean_epochs_task2_ICA_sub24_czy1_sess3-epo.fif,error_left,N1,0.13,0.2,"O1,Oz,O2",-2.6414321828867178
sub24,task2,4,clean_epochs_task2_ICA_sub24_czy1_sess3-epo.fif,error_right,N1,0.13,0.2,"O1,Oz,O2",-1.6402348705743552
sub25,task2,3,clean_epochs_task2_ICA_sub25_cjb1_sess1-epo.fif,correct,N1,0.13,0.2,"O1,Oz,O2",-2.399603082591994
sub25,task2,3,clean_epochs_task2_ICA_sub25_cjb1_sess1-epo.fif,error,N1,0.13,0.2,"O1,Oz,O2",-2.5247149127895514
sub25,task2,3,clean_epochs_task2_ICA_sub25_cjb1_sess1-epo.fif,left,N1,0.13,0.2,"O1,Oz,O2",-1.8259028626023426
sub25,task2,3,clean_epochs_task2_ICA_sub25_cjb1_sess1-epo.fif,right,N1,0.13,0.2,"O1,Oz,O2",-2.4638167239136584
sub25,task2,3,clean_epochs_task2_ICA_sub25_cjb1_sess1-epo.fif,correct_left,N1,0.13,0.2,"O1,Oz,O2",-1.3685613523250262
sub25,task2,3,clean_epochs_task2_ICA_sub25_cjb1_sess1-epo.fif,correct_right,N1,0.13,0.2,"O1,Oz,O2",-2.442924163695648
sub25,task2,3,clean_epochs_task2_ICA_sub25_cjb1_sess1-epo.fif,error_left,N1,0.13,0.2,"O1,Oz,O2",-2.2832443728796594
sub25,task2,3,clean_epochs_task2_ICA_sub25_cjb1_sess1-epo.fif,error_right,N1,0.13,0.2,"O1,Oz,O2",-2.5822078984823826
sub25,task2,4,clean_epochs_task2_ICA_sub25_cjb1_sess2-epo.fif,correct,N1,0.13,0.2,"O1,Oz,O2",-2.2104769146556933
sub25,task2,4,clean_epochs_task2_ICA_sub25_cjb1_sess2-epo.fif,error,N1,0.13,0.2,"O1,Oz,O2",-2.9183354817349016
sub25,task2,4,clean_epochs_task2_ICA_sub25_cjb1_sess2-epo.fif,left,N1,0.13,0.2,"O1,Oz,O2",-2.016919719525414
sub25,task2,4,clean_epochs_task2_ICA_sub25_cjb1_sess2-epo.fif,right,N1,0.13,0.2,"O1,Oz,O2",-2.332737051742718
sub25,task2,4,clean_epochs_task2_ICA_sub25_cjb1_sess2-epo.fif,correct_left,N1,0.13,0.2,"O1,Oz,O2",-1.8702453186334023
sub25,task2,4,clean_epochs_task2_ICA_sub25_cjb1_sess2-epo.fif,correct_right,N1,0.13,0.2,"O1,Oz,O2",-2.235994284357365
sub25,task2,4,clean_epochs_task2_ICA_sub25_cjb1_sess2-epo.fif,error_left,N1,0.13,0.2,"O1,Oz,O2",-2.6769545235394654
sub25,task2,4,clean_epochs_task2_ICA_sub25_cjb1_sess2-epo.fif,error_right,N1,0.13,0.2,"O1,Oz,O2",-2.9437440036502105
sub26,task2,3,clean_epochs_task2_ICA_sub26_pzq1_sess1-epo.fif,correct,N1,0.13,0.2,"O1,Oz,O2",-4.4143062000071644
sub26,task2,3,clean_epochs_task2_ICA_sub26_pzq1_sess1-epo.fif,error,N1,0.13,0.2,"O1,Oz,O2",-4.0286988984140475
sub26,task2,3,clean_epochs_task2_ICA_sub26_pzq1_sess1-epo.fif,left,N1,0.13,0.2,"O1,Oz,O2",-4.266821691633974
sub26,task2,3,clean_epochs_task2_ICA_sub26_pzq1_sess1-epo.fif,right,N1,0.13,0.2,"O1,Oz,O2",-4.382961789090049
sub26,task2,3,clean_epochs_task2_ICA_sub26_pzq1_sess1-epo.fif,correct_left,N1,0.13,0.2,"O1,Oz,O2",-3.6541476130901396
sub26,task2,3,clean_epochs_task2_ICA_sub26_pzq1_sess1-epo.fif,correct_right,N1,0.13,0.2,"O1,Oz,O2",-4.431452634298526
sub26,task2,3,clean_epochs_task2_ICA_sub26_pzq1_sess1-epo.fif,error_left,N1,0.13,0.2,"O1,Oz,O2",-4.879495770177807
sub26,task2,3,clean_epochs_task2_ICA_sub26_pzq1_sess1-epo.fif,error_right,N1,0.13,0.2,"O1,Oz,O2",-3.7966633879330214
sub26,task2,4,clean_epochs_task2_ICA_sub26_pzq1_sess2-epo.fif,correct,N1,0.13,0.2,"O1,Oz,O2",-2.2283471698593784
sub26,task2,4,clean_epochs_task2_ICA_sub26_pzq1_sess2-epo.fif,error,N1,0.13,0.2,"O1,Oz,O2",-1.4381643430960127
sub26,task2,4,clean_epochs_task2_ICA_sub26_pzq1_sess2-epo.fif,left,N1,0.13,0.2,"O1,Oz,O2",-2.127185896540902
sub26,task2,4,clean_epochs_task2_ICA_sub26_pzq1_sess2-epo.fif,right,N1,0.13,0.2,"O1,Oz,O2",-2.19087458994856
sub26,task2,4,clean_epochs_task2_ICA_sub26_pzq1_sess2-epo.fif,correct_left,N1,0.13,0.2,"O1,Oz,O2",-2.127185896540902
sub26,task2,4,clean_epochs_task2_ICA_sub26_pzq1_sess2-epo.fif,correct_right,N1,0.13,0.2,"O1,Oz,O2",-2.2368416279242886
sub26,task2,4,clean_epochs_task2_ICA_sub26_pzq1_sess2-epo.fif,error_right,N1,0.13,0.2,"O1,Oz,O2",-1.4381643430960127
sub27,task2,3,clean_epochs_task2_ICA_sub27_lyj1_sess1-epo.fif,correct,N1,0.13,0.2,"O1,Oz,O2",-7.083181401478812
sub27,task2,3,clean_epochs_task2_ICA_sub27_lyj1_sess1-epo.fif,error,N1,0.13,0.2,"O1,Oz,O2",-6.679031003267599
sub27,task2,3,clean_epochs_task2_ICA_sub27_lyj1_sess1-epo.fif,left,N1,0.13,0.2,"O1,Oz,O2",-6.962686724272698
sub27,task2,3,clean_epochs_task2_ICA_sub27_lyj1_sess1-epo.fif,right,N1,0.13,0.2,"O1,Oz,O2",-7.014423155877748
sub27,task2,3,clean_epochs_task2_ICA_sub27_lyj1_sess1-epo.fif,correct_left,N1,0.13,0.2,"O1,Oz,O2",-6.573469687490084
sub27,task2,3,clean_epochs_task2_ICA_sub27_lyj1_sess1-epo.fif,correct_right,N1,0.13,0.2,"O1,Oz,O2",-7.150501816533926
sub27,task2,3,clean_epochs_task2_ICA_sub27_lyj1_sess1-epo.fif,error_left,N1,0.13,0.2,"O1,Oz,O2",-7.222164748794438
sub27,task2,3,clean_epochs_task2_ICA_sub27_lyj1_sess1-epo.fif,error_right,N1,0.13,0.2,"O1,Oz,O2",-5.411718930371636
sub27,task2,4,clean_epochs_task2_ICA_sub27_lyj1_sess2-epo.fif,correct,N1,0.13,0.2,"O1,Oz,O2",-9.392661954277965
sub27,task2,4,clean_epochs_task2_ICA_sub27_lyj1_sess2-epo.fif,error,N1,0.13,0.2,"O1,Oz,O2",-7.558786832540759
sub27,task2,4,clean_epochs_task2_ICA_sub27_lyj1_sess2-epo.fif,left,N1,0.13,0.2,"O1,Oz,O2",-9.626156698278907
sub27,task2,4,clean_epochs_task2_ICA_sub27_lyj1_sess2-epo.fif,right,N1,0.13,0.2,"O1,Oz,O2",-9.049052892565921
sub27,task2,4,clean_epochs_task2_ICA_sub27_lyj1_sess2-epo.fif,correct_left,N1,0.13,0.2,"O1,Oz,O2",-9.847395067233865
sub27,task2,4,clean_epochs_task2_ICA_sub27_lyj1_sess2-epo.fif,correct_right,N1,0.13,0.2,"O1,Oz,O2",-9.184645743032183
sub27,task2,4,clean_epochs_task2_ICA_sub27_lyj1_sess2-epo.fif,error_left,N1,0.13,0.2,"O1,Oz,O2",-7.723506725266282
sub27,task2,4,clean_epochs_task2_ICA_sub27_lyj1_sess2-epo.fif,error_right,N1,0.13,0.2,"O1,Oz,O2",-7.455836899587306
sub28,task2,1,clean_epochs_task2_ICA_sub28_hbf1_sess1-epo.fif,correct,N1,0.13,0.2,"O1,Oz,O2",-3.227591943099392
sub28,task2,1,clean_epochs_task2_ICA_sub28_hbf1_sess1-epo.fif,error,N1,0.13,0.2,"O1,Oz,O2",-1.958601252043252
sub28,task2,1,clean_epochs_task2_ICA_sub28_hbf1_sess1-epo.fif,left,N1,0.13,0.2,"O1,Oz,O2",-2.9230517328129206
sub28,task2,1,clean_epochs_task2_ICA_sub28_hbf1_sess1-epo.fif,right,N1,0.13,0.2,"O1,Oz,O2",-3.187388219351694
sub28,task2,1,clean_epochs_task2_ICA_sub28_hbf1_sess1-epo.fif,correct_left,N1,0.13,0.2,"O1,Oz,O2",-3.04728967523066
sub28,task2,1,clean_epochs_task2_ICA_sub28_hbf1_sess1-epo.fif,correct_right,N1,0.13,0.2,"O1,Oz,O2",-3.394438817843591
sub28,task2,1,clean_epochs_task2_ICA_sub28_hbf1_sess1-epo.fif,error_left,N1,0.13,0.2,"O1,Oz,O2",-2.441629705944183
sub28,task2,1,clean_epochs_task2_ICA_sub28_hbf1_sess1-epo.fif,error_right,N1,0.13,0.2,"O1,Oz,O2",-0.41291019956027225
sub28,task2,2,clean_epochs_task2_ICA_sub28_hbf1_sess2-epo.fif,correct,N1,0.13,0.2,"O1,Oz,O2",-2.65131582710151
sub28,task2,2,clean_epochs_task2_ICA_sub28_hbf1_sess2-epo.fif,error,N1,0.13,0.2,"O1,Oz,O2",-1.8813143899663762
sub28,task2,2,clean_epochs_task2_ICA_sub28_hbf1_sess2-epo.fif,left,N1,0.13,0.2,"O1,Oz,O2",-2.7264727846369334
sub28,task2,2,clean_epochs_task2_ICA_sub28_hbf1_sess2-epo.fif,right,N1,0.13,0.2,"O1,Oz,O2",-2.305645902694146
sub28,task2,2,clean_epochs_task2_ICA_sub28_hbf1_sess2-epo.fif,correct_left,N1,0.13,0.2,"O1,Oz,O2",-3.0201241264558876
sub28,task2,2,clean_epochs_task2_ICA_sub28_hbf1_sess2-epo.fif,correct_right,N1,0.13,0.2,"O1,Oz,O2",-2.381590354439353
