subject,task,session,file,condition,component,tmin,tmax,roi,mean_amp_uV
sub22,task1,3,clean_epochs_task1_ICA_sub22_zzy1_sess3-epo.fif,correct_right,N1,0.13,0.2,"O1,Oz,O2",-1.0288953476109868
sub22,task1,3,clean_epochs_task1_ICA_sub22_zzy1_sess3-epo.fif,error_left,N1,0.13,0.2,"O1,Oz,O2",-2.4149397103057755
sub22,task1,3,clean_epochs_task1_ICA_sub22_zzy1_sess3-epo.fif,error_right,N1,0.13,0.2,"O1,Oz,O2",-1.360427604967229
sub22,task1,4,clean_epochs_task1_ICA_sub22_zzy1_sess4-epo.fif,correct,N1,0.13,0.2,"O1,Oz,O2",-1.1354504369084115
sub22,task1,4,clean_epochs_task1_ICA_sub22_zzy1_sess4-epo.fif,error,N1,0.13,0.2,"O1,Oz,O2",-0.7597073622558204
sub22,task1,4,clean_epochs_task1_ICA_sub22_zzy1_sess4-epo.fif,left,N1,0.13,0.2,"O1,Oz,O2",-1.183714377769354
sub22,task1,4,clean_epochs_task1_ICA_sub22_zzy1_sess4-epo.fif,right,N1,0.13,0.2,"O1,Oz,O2",-0.6930156538156035
sub22,task1,4,clean_epochs_task1_ICA_sub22_zzy1_sess4-epo.fif,correct_left,N1,0.13,0.2,"O1,Oz,O2",-1.3032131610502515
sub22,task1,4,clean_epochs_task1_ICA_sub22_zzy1_sess4-epo.fif,correct_right,N1,0.13,0.2,"O1,Oz,O2",-0.7953287496071462
sub22,task1,4,clean_epochs_task1_ICA_sub22_zzy1_sess4-epo.fif,error_left,N1,0.13,0.2,"O1,Oz,O2",-0.89845921767947
sub22,task1,4,clean_epochs_task1_ICA_sub22_zzy1_sess4-epo.fif,error_right,N1,0.13,0.2,"O1,Oz,O2",-0.25367118365192126
sub24,task1,2,clean_epochs_task1_ICA_sub24_czy1_sess1-epo.fif,correct,N1,0.13,0.2,"O1,Oz,O2",-9.242945649236251
sub24,task1,2,clean_epochs_task1_ICA_sub24_czy1_sess1-epo.fif,error,N1,0.13,0.2,"O1,Oz,O2",-7.8759191726566335
